
Velocity Angle
 ==================== 
Velocity Angle X,Velocity Angle Y,Velocity Angle Z,Unit,Category,Collection,Time,TrackID,ID,
165.387,90.8922,104.592,°,Spot,Velocity Angle,9,1000027245,257516,
58.0952,48.8613,122.448,°,Spot,Velocity Angle,9,1000027048,257607,
104.159,123.377,37.0152,°,Spot,Velocity Angle,9,1000027656,258625,
67.1882,157.191,90.0027,°,Spot,Velocity Angle,9,1000028860,259655,
118.746,151.262,90.0027,°,Spot,Velocity Angle,9,1000029962,260412,
8.36806,98.3707,90.0027,°,Spot,Velocity Angle,9,1000260417,260417,
6.20349,96.2062,90.0027,°,Spot,Velocity Angle,9,1000260594,260594,
174.983,95.0246,90.0027,°,Spot,Velocity Angle,9,1000117221,261077,
11.3482,78.6545,90.0027,°,Spot,Velocity Angle,9,1000145899,261278,
175.922,85.9192,90.0027,°,Spot,Velocity Angle,9,1000232501,261285,
52.0586,139.466,102.162,°,Spot,Velocity Angle,10,1000178867,264958,
35.4214,80.1935,123.643,°,Spot,Velocity Angle,10,1000034728,265173,
32.2815,119.141,102.678,°,Spot,Velocity Angle,10,1000094504,266925,
49.4785,134.873,106.444,°,Spot,Velocity Angle,10,1000008102,269091,
52.6521,75.9336,139.193,°,Spot,Velocity Angle,10,1000244446,273132,
43.0878,110.948,54.4025,°,Spot,Velocity Angle,10,1000071729,273397,
77.2819,99.2617,15.8262,°,Spot,Velocity Angle,10,1000158060,273457,
57.4798,109.447,39.2235,°,Spot,Velocity Angle,10,1000130081,274092,
18.4657,91.2052,108.426,°,Spot,Velocity Angle,10,1000014633,274815,
37.5893,126.612,97.3733,°,Spot,Velocity Angle,10,1000218062,275628,
103.004,17.3384,78.7315,°,Spot,Velocity Angle,10,1000275823,275823,
33.1192,122.541,95.5181,°,Spot,Velocity Angle,10,1000074239,275844,
15.7983,76.1513,82.5539,°,Spot,Velocity Angle,10,1000018381,278435,
142.47,120.848,70.7885,°,Spot,Velocity Angle,10,1000278844,278844,
19.271,106.033,79.5899,°,Spot,Velocity Angle,10,1000221333,279067,
40.9138,104.156,127.416,°,Spot,Velocity Angle,10,1000136105,280223,
31.7408,80.2824,119.887,°,Spot,Velocity Angle,10,1000165097,280477,
77.4344,72.9694,158.604,°,Spot,Velocity Angle,10,1000224234,281995,
138.191,96.5319,48.9345,°,Spot,Velocity Angle,10,1000224241,282000,
21.6415,108.64,100.61,°,Spot,Velocity Angle,10,1000019405,282050,
64.4716,31.4736,72.8644,°,Spot,Velocity Angle,10,1000224431,282196,
