
Distance from Origin
 ==================== 
Distance from Origin,Unit,Category,Collection,Time,TrackID,ID,
248.86,um,Surface,Distance from Origin,9,1000018777,19098,
230.715,um,Surface,Distance from Origin,9,1000018919,19099,
198.7,um,Surface,Distance from Origin,9,1000018778,19100,
249.235,um,Surface,Distance from Origin,9,1000018964,19101,
207.384,um,Surface,Distance from Origin,9,1000018779,19102,
359.739,um,Surface,Distance from Origin,10,1000018947,19103,
385.072,um,Surface,Distance from Origin,10,1000018812,19104,
372.04,um,Surface,Distance from Origin,10,1000018755,19105,
390.315,um,Surface,Distance from Origin,10,1000019064,19106,
388.752,um,Surface,Distance from Origin,10,1000018756,19107,
400.724,um,Surface,Distance from Origin,10,1000019108,19108,
411.325,um,Surface,Distance from Origin,10,1000019109,19109,
405.645,um,Surface,Distance from Origin,10,1000018759,19110,
380.933,um,Surface,Distance from Origin,10,1000018788,19111,
389.186,um,Surface,Distance from Origin,10,1000018760,19112,
379.564,um,Surface,Distance from Origin,10,1000018858,19113,
392.684,um,Surface,Distance from Origin,10,1000019114,19114,
391.441,um,Surface,Distance from Origin,10,1000018816,19115,
389.632,um,Surface,Distance from Origin,10,1000018970,19116,
394.612,um,Surface,Distance from Origin,10,1000018930,19117,
390.436,um,Surface,Distance from Origin,10,1000018761,19118,
392.357,um,Surface,Distance from Origin,10,1000018762,19119,
399.934,um,Surface,Distance from Origin,10,1000018933,19120,
436.413,um,Surface,Distance from Origin,10,1000018764,19121,
414.574,um,Surface,Distance from Origin,10,1000018794,19122,
444.677,um,Surface,Distance from Origin,10,1000018978,19123,
431.473,um,Surface,Distance from Origin,10,1000018766,19124,
458.85,um,Surface,Distance from Origin,10,1000018867,19125,
460.481,um,Surface,Distance from Origin,10,1000018797,19126,
462.623,um,Surface,Distance from Origin,10,1000018768,19127,
481.487,um,Surface,Distance from Origin,10,1000018799,19128,
494.096,um,Surface,Distance from Origin,10,1000018904,19129,
339.438,um,Surface,Distance from Origin,10,1000018769,19130,
373.6,um,Surface,Distance from Origin,10,1000018770,19131,
359.861,um,Surface,Distance from Origin,10,1000018996,19132,
309.355,um,Surface,Distance from Origin,10,1000019133,19133,
327.145,um,Surface,Distance from Origin,10,1000019087,19134,
299.647,um,Surface,Distance from Origin,10,1000018773,19135,
325.823,um,Surface,Distance from Origin,10,1000018912,19136,
279.923,um,Surface,Distance from Origin,10,1000019003,19137,
285.353,um,Surface,Distance from Origin,10,1000019002,19138,
285.745,um,Surface,Distance from Origin,10,1000018913,19139,
275.661,um,Surface,Distance from Origin,10,1000019004,19140,
278.338,um,Surface,Distance from Origin,10,1000018774,19141,
283.949,um,Surface,Distance from Origin,10,1000019049,19142,
274.989,um,Surface,Distance from Origin,10,1000019007,19143,
248.359,um,Surface,Distance from Origin,10,1000018776,19144,
250.044,um,Surface,Distance from Origin,10,1000018777,19145,
230.15,um,Surface,Distance from Origin,10,1000018919,19146,
199.216,um,Surface,Distance from Origin,10,1000018778,19147,
251.476,um,Surface,Distance from Origin,10,1000018964,19148,
209.328,um,Surface,Distance from Origin,10,1000018779,19149,
327.365,um,Surface,Distance from Origin,11,1000019150,19150,
374.356,um,Surface,Distance from Origin,11,1000018770,19151,
334.926,um,Surface,Distance from Origin,11,1000019152,19152,
381.329,um,Surface,Distance from Origin,11,1000018812,19153,
359.996,um,Surface,Distance from Origin,11,1000018947,19154,
371.555,um,Surface,Distance from Origin,11,1000018755,19155,
390.019,um,Surface,Distance from Origin,11,1000019064,19156,
386.299,um,Surface,Distance from Origin,11,1000018756,19157,
400.389,um,Surface,Distance from Origin,11,1000019108,19158,
410.049,um,Surface,Distance from Origin,11,1000019109,19159,
378.661,um,Surface,Distance from Origin,11,1000018788,19160,
404.872,um,Surface,Distance from Origin,11,1000018759,19161,
