
Intensity Sum Ch=5 Img=1
 ==================== 
Intensity Sum,Unit,Category,Channel,Image,Time,TrackID,ID,
5738,,Surface,5,Image 1,10,1000018799,19128,
765,,Surface,5,Image 1,10,1000018904,19129,
3558,,Surface,5,Image 1,10,1000018769,19130,
3842,,Surface,5,Image 1,10,1000018770,19131,
718,,Surface,5,Image 1,10,1000018996,19132,
1989,,Surface,5,Image 1,10,1000019133,19133,
993,,Surface,5,Image 1,10,1000019087,19134,
1530,,Surface,5,Image 1,10,1000018773,19135,
5438,,Surface,5,Image 1,10,1000018912,19136,
4568,,Surface,5,Image 1,10,1000019003,19137,
1020,,Surface,5,Image 1,10,1000019002,19138,
3060,,Surface,5,Image 1,10,1000018913,19139,
1079,,Surface,5,Image 1,10,1000019004,19140,
2295,,Surface,5,Image 1,10,1000018774,19141,
2730,,Surface,5,Image 1,10,1000019049,19142,
3008,,Surface,5,Image 1,10,1000019007,19143,
2462,,Surface,5,Image 1,10,1000018776,19144,
634,,Surface,5,Image 1,10,1000018777,19145,
2107,,Surface,5,Image 1,10,1000018919,19146,
1487,,Surface,5,Image 1,10,1000018778,19147,
655,,Surface,5,Image 1,10,1000018964,19148,
2337,,Surface,5,Image 1,10,1000018779,19149,
11010,,Surface,5,Image 1,11,1000019150,19150,
4045,,Surface,5,Image 1,11,1000018770,19151,
7981,,Surface,5,Image 1,11,1000019152,19152,
1530,,Surface,5,Image 1,11,1000018812,19153,
2464,,Surface,5,Image 1,11,1000018947,19154,
1834,,Surface,5,Image 1,11,1000018755,19155,
2792,,Surface,5,Image 1,11,1000019064,19156,
2295,,Surface,5,Image 1,11,1000018756,19157,
3380,,Surface,5,Image 1,11,1000019108,19158,
1478,,Surface,5,Image 1,11,1000019109,19159,
2295,,Surface,5,Image 1,11,1000018788,19160,
501,,Surface,5,Image 1,11,1000018759,19161,
4949,,Surface,5,Image 1,11,1000018760,19162,
510,,Surface,5,Image 1,11,1000018858,19163,
1636,,Surface,5,Image 1,11,1000019114,19164,
3538,,Surface,5,Image 1,11,1000018816,19165,
4352,,Surface,5,Image 1,11,1000018970,19166,
2350,,Surface,5,Image 1,11,1000018930,19167,
8375,,Surface,5,Image 1,11,1000018761,19168,
3462,,Surface,5,Image 1,11,1000018762,19169,
765,,Surface,5,Image 1,11,1000018933,19170,
7771,,Surface,5,Image 1,11,1000018764,19171,
