
Shortest Distance to Surfaces Surfaces=Surfaces 1
 ==================== 
Shortest Distance to Surfaces,Unit,Category,Surfaces,Time,TrackID,ID,
93.3388,um,Surface,Surfaces 1,12,1000018858,19208,
123.633,um,Surface,Surfaces 1,12,1000019114,19209,
115.063,um,Surface,Surfaces 1,12,1000018816,19210,
103.858,um,Surface,Surfaces 1,12,1000018970,19211,
133.39,um,Surface,Surfaces 1,12,1000018930,19212,
100.848,um,Surface,Surfaces 1,12,1000018761,19213,
94.5198,um,Surface,Surfaces 1,12,1000018762,19214,
110.778,um,Surface,Surfaces 1,12,1000018933,19215,
158.159,um,Surface,Surfaces 1,12,1000019216,19216,
191.402,um,Surface,Surfaces 1,12,1000018764,19217,
200.348,um,Surface,Surfaces 1,12,1000018978,19218,
153.415,um,Surface,Surfaces 1,12,1000018766,19219,
